16NobelChemistry;16th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
16NobelLiterature;16th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
16NobelMedicine;16th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
16NobelPeace;16th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
16NobelPhysics;16th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
16thNobelPhysicsReceived;16th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
17NobelChemistry;17th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
17NobelLiterature;17th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
17NobelMedicine;17th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
17NobelPeace;17th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
17NobelPhysics;17th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
17thNobelPhysicsReceived;17th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1836_set_up;1836 Set Up;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1861CSAstart;1861 CSAstart;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
18NobelChemistry;18th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
18NobelLiterature;18th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
18NobelMedicine;18th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
18NobelPeace;18th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
18NobelPhysics;18th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
18thNobelPhysicsReceived;18th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
19NobelChemistry;19th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
19NobelLiterature;19th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
19NobelMedicine;19th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
19NobelPeace;19th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
19NobelPhysics;19th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
19thNobelPhysicsReceived;19th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1_anglo_sikh_war;1st Anglo Sikh War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1NobelChemistry;1st Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1NobelLiterature;1st Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1NobelMedicine;1st Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1NobelPeace;1st Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1NobelPhysics;1st Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1OlympiadWinner;1st Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1st_carlist_war;1st Carlist War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1stNobelPhysicsReceived;1st Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1thNobelPhysicsReceived;1st Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1stSocCon;1st Soc Con;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
20NobelChemistry;20th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
20NobelLiterature;20th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
20NobelMedicine;20th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
20NobelPeace;20th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
20NobelPhysics;20th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
20thNobelPhysicsReceived;20th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21NobelChemistry;21st Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21NobelLiterature;21st Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21NobelMedicine;21st Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21NobelPeace;21st Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21NobelPhysics;21st Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21stNobelPhysicsReceived;21st Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
21thNobelPhysicsReceived;21st Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22NobelChemistry;22nd Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22NobelLiterature;22nd Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22NobelMedicine;22nd Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22NobelPeace;22nd Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22NobelPhysics;22nd Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22ndNobelPhysicsReceived;22nd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
22thNobelPhysicsReceived;22nd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23NobelChemistry;23rd Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23NobelLiterature;23rd Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23NobelMedicine;23rd Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23NobelPeace;23rd Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23NobelPhysics;23rd Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23rdNobelPhysicsReceived;23rd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
23thNobelPhysicsReceived;23rd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
24NobelChemistry;24th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
24NobelLiterature;24th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
24NobelMedicine;24th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
24NobelPeace;24th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
24NobelPhysics;24th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
24thNobelPhysicsReceived;24th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
25NobelChemistry;25th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
25NobelLiterature;25th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
25NobelMedicine;25th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
25NobelPeace;25th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
25NobelPhysics;25th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
25thNobelPhysicsReceived;25th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
26NobelChemistry;26th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
26NobelLiterature;26th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
26NobelMedicine;26th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
26NobelPeace;26th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
26NobelPhysics;26th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
26thNobelPhysicsReceived;26th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
27NobelChemistry;27th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
27NobelLiterature;27th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
27NobelMedicine;27th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
27NobelPeace;27th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
27NobelPhysics;27th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
27thNobelPhysicsReceived;27th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
28NobelChemistry;28th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
28NobelLiterature;28th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
28NobelMedicine;28th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
28NobelPeace;28th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
28NobelPhysics;28th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
28thNobelPhysicsReceived;28th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
29NobelChemistry;29th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
29NobelLiterature;29th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
29NobelMedicine;29th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
29NobelPeace;29th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
29NobelPhysics;29th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
29thNobelPhysicsReceived;29th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2_anglo_sikh_war;2nd Anglo Sikh War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2nd_carlist_war;2nd Carlist War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2nd_empire;2nd Empire;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2nd_hungarian_revoultion;2nd Hungarian Revoultion;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2nd_republic;2nd Republic;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2ndNobelPhysicsReceived;2nd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2thNobelPhysicsReceived;2nd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2ndSocCon;2nd Soc Con;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2NobelChemistry;2nd Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2NobelLiterature;2nd Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2NobelMedicine;2nd Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2NobelPeace;2nd Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2NobelPhysics;2nd Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
2OlympiadWinner;2nd Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
30NobelChemistry;30th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
30NobelLiterature;30th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
30NobelMedicine;30th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
30NobelPeace;30th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
30NobelPhysics;30th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
30thNobelPhysicsReceived;30th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31NobelChemistry;31st Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31NobelLiterature;31st Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31NobelMedicine;31st Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31NobelPeace;31st Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31NobelPhysics;31st Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31stNobelPhysicsReceived;31st Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
31thNobelPhysicsReceived;31st Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32NobelChemistry;32nd Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32NobelLiterature;32nd Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32NobelMedicine;32nd Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32NobelPeace;32nd Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32NobelPhysics;32nd Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32ndNobelPhysicsReceived;32nd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
32thNobelPhysicsReceived;32nd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33NobelChemistry;33rd Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33NobelLiterature;33rd Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33NobelMedicine;33rd Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33NobelPeace;33rd Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33NobelPhysics;33rd Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33rdNobelPhysicsReceived;33rd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
33thNobelPhysicsReceived;33rd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
34NobelChemistry;34th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
34NobelLiterature;34th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
34NobelMedicine;34th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
34NobelPeace;34th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
34NobelPhysics;34th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
34thNobelPhysicsReceived;34th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
35NobelChemistry;35th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
35NobelLiterature;35th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
35NobelMedicine;35th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
35NobelPeace;35th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
35NobelPhysics;35th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
35thNobelPhysicsReceived;35th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
36_or_fight;36 Or Fight;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3hurrahs;3hurrahs;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3NobelChemistry;3rd Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3NobelLiterature;3rd Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3NobelMedicine;3rd Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3NobelPeace;3rd Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3NobelPhysics;3rd Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3OlympiadWinner;3rd Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3rd_carlist_war;3rd Carlist War;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3rd_republic;3rd Republic;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3rd_wave_usa;3rd Wave Usa;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3rdNobelPhysicsReceived;3rd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
3thNobelPhysicsReceived;3rd Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4NobelChemistry;4th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4NobelLiterature;4th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4NobelMedicine;4th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4NobelPeace;4th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4NobelPhysics;4th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4OlympiadWinner;4th Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4th_republic;4th Republic;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
4thNobelPhysicsReceived;4th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5NobelChemistry;5th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5NobelLiterature;5th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5NobelMedicine;5th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5NobelPeace;5th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5NobelPhysics;5th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5OlympiadWinner;5th Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
5thNobelPhysicsReceived;5th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6NobelChemistry;6th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6NobelLiterature;6th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6NobelMedicine;6th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6NobelPeace;6th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6NobelPhysics;6th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6OlympiadWinner;6th Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
6thNobelPhysicsReceived;6th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7NobelChemistry;7th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7NobelLiterature;7th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7NobelMedicine;7th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7NobelPeace;7th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7NobelPhysics;7th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7OlympiadWinner;7th Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
7thNobelPhysicsReceived;7th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8NobelChemistry;8th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8NobelLiterature;8th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8NobelMedicine;8th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8NobelPeace;8th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8NobelPhysics;8th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8OlympiadWinner;8th Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
8thNobelPhysicsReceived;8th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9NobelChemistry;9th Nobel Prize in Chemistry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9NobelLiterature;9th Nobel Prize in Literature;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9NobelMedicine;9th Nobel Prize in Medicine;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9NobelPeace;9th Nobel Peace Prize;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9NobelPhysics;9th Nobel Prize in Physics;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9OlympiadWinner;9th Olympiad Winner;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
9thNobelPhysicsReceived;9th Nobel Prize in Physics Received;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
Aasen;Aasen;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abandoned_holy_land;Abandoned Holy Land;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abandoned_neutrality;Abandoned Neutrality;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abolish_forced_work;Abolish Forced Work;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abolish_the_eight_banners;Abolish The Eight Banners;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abolish_the_imperial_examinations;Abolish The Imperial Examinations;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abolish_volga_region;Abolish Volga Region;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
abyssinian_captives;Abyssinian Captives;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
acadia_organized;Acadia Organized;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
accademia_della_crusca;Accademia Della Crusca;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
accepts_italy;Accepts Italy;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
aceh_jihad;Aceh Jihad;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
